Sample	condition	HECW2-AS1	ASPN	COL1A1.v20	CD38	CAMK2N1	ASPN.v24	TROAP	SRD5A2	EFNA2	PGM5-AS1	MYBPC1	UGT2B15	GMNN	AC069228.1	ctg_20	HOPX	USP9YP32	ctg_23	PTPRN2	SLC22A3	ANO7
CPCG_0450_F1_R	LR	2.49503275900506	0	0.122969136727334	2.57446007588601	0.122969136727334	0.331135561924518	0.197277926559527	2.23331568577976	0	2.02055050140531	4.23080736465943	0	0.0836359480564525	0	0	0	0	0.529371049167819	2.23331568577976	2.05465884331634	4.66801234665936
CPCG_0452_F1_R	LR	1.5915235162596	0.188697597936865	0	0.34737783049507	0.129668094309792	1.3404831124463	0.159618343187734	1.26036852684437	0	1.5915235162596	3.73474320159285	0.0669343032199363	0.322618697712861	0.159618343187734	0.244435989740733	0.0669343032199363	0.34737783049507	1.27980714721486	2.09131899948712	1.28938657198536	2.96688054160348
CPCG_0453_F1_R	HR	0.767739015117648	0.386238597836983	0	0.132282487023436	0.249093072152015	1.0265632157467	0.386238597836983	0.80008623074159	0.353674945938025	0.974569068667887	2.14783021263154	0.506823623095543	0.534827401961775	0	0.639602854285968	0	0	0.353674945938025	2.27918382796557	0.900750892377038	2.22463705742915
CPCG_0454_F1_R	LR	3.05333873553145	0.136759019757389	0	1.32099026964267	0.0707155689405107	0.732723131129456	0.120520716111181	1.78273955980791	0	1.51597996996349	3.32964811024544	0	0.284984632007285	0.257045249541699	0.284984632007285	0	0	0.284984632007285	2.43406756287118	1.8010557498919	3.46560182179571
CPCG_0455_F1_R	HR	2.5858885633819	0.334006455670877	0	0.593901110089095	0.0696197080647094	1.11666451838619	0.118699439351966	1.44562818937327	0	1.57304791689173	1.96409272714962	0.195814431955452	0.334006455670877	0	0.307853722042907	0	0.134706389072363	0.455399468668888	1.4540856789918	1.64515688047921	2.53291279281808
CPCG_0457_F1_R	HR	1.15102340778231	0.101020818434839	0	0.101020818434839	0	1.03214994133561	0.316221763937002	0.471480546435742	0.514756644385276	0.402838421678902	2.65183623964446	0.615400417975336	0.615400417975336	0.221568367539217	0.426246579550454	0.30330852339337	0.837693009590579	0.925697804550057	1.94422514589052	0.221568367539217	2.69351046260969
CPCG_0459_F1_R	LR	2.16032899052148	0	0	2.54771738208538	0.0689588406685916	0.451799487026438	0.133467583890067	1.41234137436802	0.0689588406685916	1.20003815068297	4.60749487138257	0.0689588406685916	0.278589230373283	0	0.0689588406685916	0.0689588406685916	0.10173329435529	0.133467583890067	2.26945649292446	1.39479926528754	4.53036478627774
CPCG_0462_F1_R	HR	1.18508172534248	0.591016129764559	0.198662115158651	0.0706975635346647	0.74974010672368	2.24331345163809	0.495240555716192	1.54744708396742	0.104256295780608	0.931529344933886	1.78250118257931	0	0.825047972244593	1.18508172534248	0.630781772881465	0.0706975635346647	0.104256295780608	1.43190362420961	2.61545154826348	1.57814757712053	2.08806183473013
CPCG_0463_F1_R	LR	2.93244119794856	0	0.155967601981924	0.0964667848882594	0.126659671573292	0.630047276097951	0.239065196691085	2.11931273848787	0	1.2900857394956	3.90726791832633	0	0.0964667848882594	0	0.0964667848882594	0	0	0.963314775880794	2.23048591625766	1.87218668070236	3.80523036930836
CPCG_0464_F1_R	LR	2.74469480654986	0	0	0.900312431972308	0	0.435331957688377	0.348812714790215	1.32472576591677	0.062235444718371	1.4452117301772	4.63707019660707	0.228609795454473	0.476248058453921	0	0.278437769753074	0	0	0.348812714790215	2.90894690035602	0.658082921524197	3.96870787274396
CPCG_0465_F1_R	LR	2.10229882239652	0.622113718312971	0.153523249135274	2.56454229658214	0.064264068648335	2.28689421793818	0.12464646393491	1.5720480541106	0	1.39950719729075	1.73390896951844	0	0.690949448670652	0	0.425915669314033	0.235464005901698	0.12464646393491	1.00878465209949	2.30526731480963	1.8046111563514	3.08759943418717
CPCG_0468_F1_R	HR	1.35337004348817	0.249591464041642	0.249591464041642	1.94670676906178	0.13256259054378	1.12253743751239	0.0684762938471508	0.653042688018288	0.163128625021406	1.44933041723778	4.10843082816394	0	0.596121412336293	0.967033457625828	0.671318518059176	0.13256259054378	0	0.882735919950308	2.55502352188111	1.03222978474413	4.22021284211627
